Product ID,Product Name,Category,Sub-category,Cost Price,Selling Price
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,43.07,88.95
OFF-FA-10003112,Staples,Office Supplies,Fasteners,2.69,6.31
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,9.9,18.84
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,45.72,79.0
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,7.07,11.6
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,24.29,56.78
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,0.68,1.66
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,27.54,67.14
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,34.1,64.65
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,5.15,8.91
TEC-PH-10004042,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,82.84,143.09
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,5.58,7.59
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,12.67,15.98
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,134.29,185.17
OFF-AR-10001954,Newell 331,Office Supplies,Art,2.28,4.4
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,12.11,20.48
OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper,3.96,7.78
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,2.1,3.58
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,7.83,11.59
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,41.52,55.02
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,35.29,76.25
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,2.26,4.78
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,13.76,32.48
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,1093.18,1999.99
OFF-LA-10001934,Avery 516,Office Supplies,Labels,4.27,7.31
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,80.62,101.99
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,75.9,104.01
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,6.8,12.28
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,96.65,166.24
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,3.09,6.68
OFF-LA-10002312,Avery 490,Office Supplies,Labels,7.4,14.8
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,14.14,30.53
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,1.33,3.03
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,5.34,9.29
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,54.46,69.96
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,91.2,123.3
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,2.4,5.83
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,23.96,41.71
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,133.73,176.78
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,3.56,7.64
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,25.26,46.89
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,44.29,79.99
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,2.25,3.98
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,27.29,34.35
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,28.63,48.94
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,246.95,330.59
OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,55.99,98.79
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,20.76,25.98
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,4.09,7.33
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,4.88,8.78
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,34.5,62.99
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,12.09,22.84
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,163.92,233.35
OFF-ST-10004634,"Personal Folder Holder, Ebony",Office Supplies,Storage,4.71,11.21
TEC-AC-10003610,Logitech Illuminated - Keyboard,Technology,Accessories,40.06,59.99
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,59.11,76.48
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,1.62,3.74
TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,Accessories,14.53,24.99
OFF-LA-10003223,Avery 508,Office Supplies,Labels,2.48,4.91
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,1.43,2.65
OFF-PA-10004971,Xerox 196,Office Supplies,Paper,3.12,5.2
OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,6.59,15.52
TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Technology,Phones,6.27,11.99
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,7.07,15.48
FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,10.95,14.34
OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,1.37,2.59
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,208.52,399.99
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,95.17,122.0
OFF-LA-10004484,Avery 476,Office Supplies,Labels,2.37,4.13
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,7.59,16.98
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,65.72,97.01
OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders,0.85,1.69
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,46.58,95.43
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,114.12,155.44
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,208.0,288.88
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,3.36,7.31
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,0.96,1.94
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,8.5,20.15
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,3.7,4.94
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,2.33,4.68
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,154.98,204.0
OFF-PA-10003657,Xerox 1927,Office Supplies,Paper,1.41,3.42
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,41.92,54.3
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,16.29,29.99
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,24.04,56.01
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,1.7,3.27
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,129.03,174.46
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,0.79,1.61
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,64.05,88.78
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,144.52,272.79
OFF-LA-10001569,Avery 499,Office Supplies,Labels,2.12,3.98
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,8.29,17.07
OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,1.24,3.08
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,17.22,22.23
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,47.97,96.78
OFF-PA-10003953,Xerox 218,Office Supplies,Paper,2.91,6.48
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,6.76,9.14
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,9.44,17.99
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,316.21,495.99
TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Technology,Accessories,25.92,39.99
OFF-AR-10003190,Newell 32,Office Supplies,Art,1.59,2.88
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,21.98,53.48
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,106.41,199.99
OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,3.22,6.68
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,0.86,1.94
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,207.36,280.79
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,13.74,27.63
OFF-PA-10003395,Xerox 1941,Office Supplies,Paper,34.64,83.88
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,40.8,71.99
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,9.7,16.95
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners,2.95,5.0
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,5.16,9.31
OFF-EN-10004459,Security-Tint Envelopes,Office Supplies,Envelopes,3.87,7.64
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,95.13,120.78
OFF-AP-10003884,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,Appliances,32.78,60.22
TEC-PH-10001557,Pyle PMP37LED,Technology,Phones,45.91,86.39
TEC-PH-10002085,Clarity 53712,Technology,Phones,29.17,52.79
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,11.03,19.81
OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,6.01,11.85
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,226.65,424.76
OFF-BI-10001071,GBC ProClick Punch Binding System,Office Supplies,Binders,26.59,63.98
OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Paper,2.31,4.83
OFF-AR-10002578,Newell 335,Office Supplies,Art,1.7,2.88
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,36.32,49.42
OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,4.57,9.36
OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,2.92,6.74
OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,2.99,5.68
OFF-LA-10004093,Avery 486,Office Supplies,Labels,3.29,7.31
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,10.88,13.75
TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories,10.1,16.48
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,1.24,2.32
OFF-PA-10001870,Xerox 202,Office Supplies,Paper,3.83,6.48
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,8.64,17.98
OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies,5.74,10.23
OFF-ST-10003221,Staple magnet,Office Supplies,Storage,5.08,10.68
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,5.76,11.55
TEC-AC-10001714,Logitech MX Performance Wireless Mouse,Technology,Accessories,17.04,31.91
OFF-AR-10003958,Newell 337,Office Supplies,Art,1.33,2.62
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,17.55,29.59
OFF-LA-10004272,Avery 482,Office Supplies,Labels,1.48,2.89
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,40.11,51.94
OFF-LA-10004853,Avery 483,Office Supplies,Labels,2.41,4.48
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,4.36,7.49
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,112.27,228.29
OFF-PA-10003591,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,4.73,11.48
OFF-PA-10001790,Xerox 1910,Office Supplies,Paper,21.53,38.43
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,79.55,123.99
OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,0.8,1.47
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,4.37,8.56
FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,6.82,8.73
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,2.73,4.65
OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,3.28,6.98
TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,19.54,29.99
OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,2.62,4.54
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,1.41,3.18
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones,36.82,67.99
OFF-BI-10003364,Binding Machine Supplies,Office Supplies,Binders,10.66,23.34
OFF-EN-10001099,Staple envelope,Office Supplies,Envelopes,4.13,7.82
OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper,2.54,4.7
OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,Binders,4.72,8.16
OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,1.19,2.61
OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,8.79,18.34
OFF-PA-10002947,Xerox 1923,Office Supplies,Paper,2.91,6.68
OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,3.26,6.48
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,59.11,80.78
TEC-PH-10004774,Gear Head AU3700S Headset,Technology,Phones,8.55,12.99
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,8.33,17.59
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones,166.72,269.95
TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,Technology,Accessories,185.37,275.54
OFF-ST-10003816,Fellowes High-Stak Drawer Files,Office Supplies,Storage,84.14,140.95
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,45.08,57.1
OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,8.04,16.24
TEC-AC-10002473,Maxell 4.7GB DVD-R,Technology,Accessories,13.94,22.7
TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones,11.64,21.99
OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,44.66,81.32
OFF-PA-10003543,Xerox 1985,Office Supplies,Paper,3.01,5.18
TEC-AC-10004353,Hypercom P1300 Pinpad,Technology,Accessories,31.36,50.4
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,14.47,29.95
OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,2.16,5.13
OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,3.24,7.04
OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders,5.64,13.21
OFF-PA-10000289,Xerox 213,Office Supplies,Paper,2.76,6.48
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,15.14,33.62
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,4.71,8.56
OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,1.35,3.05
OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage,79.93,180.19
OFF-BI-10002931,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,13.18,23.07
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,135.83,170.37
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,57.41,73.78
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,127.8,172.11
OFF-PA-10000788,Xerox 210,Office Supplies,Paper,2.39,5.18
FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,4.62,6.37
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,1.0,2.38
OFF-PA-10002333,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,Paper,2.94,5.18
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Furniture,Furnishings,76.14,102.3
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,1.08,2.5
OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels,0.96,2.3
OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,2.77,4.91
OFF-PA-10004621,Xerox 212,Office Supplies,Paper,2.51,5.18
OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,21.25,47.9
OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,93.53,167.27
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,15.51,21.18
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,0.74,1.44
OFF-PA-10004156,Xerox 188,Office Supplies,Paper,4.68,11.34
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,2.33,4.24
TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,162.65,279.99
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,3.62,8.74
TEC-MA-10003066,Wasp CCD Handheld Bar Code Reader,Technology,Machines,72.26,112.17
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,0.41,0.83
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,3.54,5.99
OFF-PA-10003625,Xerox 1979,Office Supplies,Paper,14.57,30.98
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,143.94,310.39
OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,6.3,10.67
OFF-ST-10004258,Portable Personal File Box,Office Supplies,Storage,6.26,12.21
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,3.05,4.34
TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,184.77,329.95
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,79.55,161.55
OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,Binders,0.82,1.47
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,25.41,34.14
OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage,5.87,14.03
TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Technology,Accessories,57.8,89.64
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,5.09,6.98
TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,12.58,19.99
OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,Storage,65.88,120.33
OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,3.28,7.58
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,254.7,338.01
TEC-MA-10004212,Cisco SPA525G2 5-Line IP Phone,Technology,Machines,108.56,172.49
OFF-EN-10003072,Peel & Seel Envelopes,Office Supplies,Envelopes,2.03,3.49
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,3.49,5.9
OFF-PA-10001166,Xerox 2,Office Supplies,Paper,2.7,5.18
OFF-PA-10003656,Xerox 1935,Office Supplies,Paper,11.11,26.38
TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,7.05,10.39
TEC-PH-10003885,Cisco SPA508G,Technology,Phones,42.37,65.99
OFF-LA-10001175,Avery 514,Office Supplies,Labels,1.29,2.88
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,2.68,5.23
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,32.28,43.31
OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders,1.92,4.58
OFF-AR-10000203,Newell 336,Office Supplies,Art,1.63,3.85
OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art,4.16,9.58
TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,9.06,15.93
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,158.95,204.67
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,0.85,1.99
OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,9.98,19.49
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,15.83,20.78
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,79.45,105.29
OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,1.51,3.78
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings,26.66,35.36
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,2.4,4.46
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,43.0,54.2
OFF-BI-10003529,Avery Round Ring Poly Binders,Office Supplies,Binders,1.17,2.27
OFF-BI-10001097,Avery Hole Reinforcements,Office Supplies,Binders,2.07,4.98
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,18.81,32.78
OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners,0.85,1.66
OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners,0.76,1.67
TEC-PH-10002115,Plantronics 81402,Technology,Phones,37.15,59.39
OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners,0.96,1.63
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,15.76,29.58
OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders,2.39,4.32
OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,0.51,1.25
TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories,12.75,19.99
OFF-AR-10000255,Newell 328,Office Supplies,Art,3.18,5.84
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,22.38,53.98
OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,2.57,4.98
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,70.27,98.39
OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper,10.83,26.38
TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,440.86,699.99
OFF-PA-10000029,Xerox 224,Office Supplies,Paper,2.68,5.83
OFF-LA-10000452,Avery 488,Office Supplies,Labels,1.53,3.15
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,27.13,40.49
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,6.5,13.35
TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones,72.21,109.59
OFF-PA-10000605,Xerox 1950,Office Supplies,Paper,3.24,5.78
OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,32.2,62.18
OFF-BI-10004001,GBC Recycled VeloBinder Covers,Office Supplies,Binders,7.57,13.63
FUR-TA-10004147,Hon 4060 Series Tables,Furniture,Tables,69.33,89.57
OFF-AR-10001545,Newell 326,Office Supplies,Art,1.02,1.76
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,19.68,29.29
OFF-AR-10002255,Newell 346,Office Supplies,Art,1.56,2.88
OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,3.26,6.11
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,1.38,3.23
OFF-FA-10003495,Staples,Office Supplies,Fasteners,2.76,6.08
OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,6.3,13.66
